city_id,city,country,date_time,latitude,longitude,temperature (F),humidity (%),cloudiness (%),wind speed (mph)
2212775,Sabha,LY,1597380077,27.04,14.43,76.1,36,0,8.25
2163355,Hobart,AU,1597379630,-42.88,147.33,61.0,72,75,11.41
3372783,Ponta Delgada,PT,1597379647,37.73,-25.67,69.8,83,75,1.12
3939761,Hualmay,PE,1597380077,-11.1,-77.61,58.42,85,77,7.7
3836669,San Rafael,AR,1597379831,-34.62,-68.33,47.05,44,81,1.12
1732826,Mersing,MY,1597380077,2.43,103.84,75.2,94,40,3.36
6325494,Québec,CA,1597380077,46.81,-71.21,69.01,59,20,6.93
1524606,Derzhavīnsk,KZ,1597380078,51.1,66.32,65.05,55,31,0.43
1060283,Maroantsetra,MG,1597380078,-15.43,49.73,68.5,82,93,1.81
3421719,Narsaq,GL,1597379702,60.92,-46.05,46.4,93,100,4.38
1688781,City of San Pedro,PH,1597380078,14.35,121.02,88.0,70,90,8.01
2996268,Manche,FR,1597380078,49.0,-1.17,66.2,93,100,9.17
5972291,Havre-St-Pierre,CA,1597380078,50.23,-63.6,62.6,88,1,9.17
1214488,Meulaboh,ID,1597379674,4.14,96.13,88.12,49,76,3.89
2075265,Busselton,AU,1597379655,-33.65,115.33,62.01,71,85,5.99
3443061,Chui,UY,1597379662,-33.7,-53.46,44.69,85,0,4.03
5924351,Clyde River,CA,1597380079,70.47,-68.59,41.0,100,90,4.7
6111862,Port Hardy,CA,1597379709,50.7,-127.42,59.0,87,90,0.72
3661894,Tonantins,BR,1597380079,-2.87,-67.8,74.21,94,74,1.05
2126199,Cherskiy,RU,1597379586,68.75,161.3,51.13,57,97,5.1
338554,Dubti,ET,1597380080,11.74,41.09,91.02,36,100,5.32
1024552,Xai-Xai,MZ,1597379659,-25.05,33.64,66.58,68,73,6.29
3369157,Cape Town,ZA,1597379463,-33.93,18.42,52.0,93,40,6.93
4529987,Bartlesville,US,1597380080,36.75,-95.98,78.01,100,1,7.18
2057087,Kupang,ID,1597379675,-10.17,123.58,91.4,43,75,9.17
1862505,Hirara,JP,1597380081,24.8,125.28,87.8,74,75,10.29
2138555,Poum,NC,1597379717,-20.23,164.02,71.26,64,0,9.6
4035715,Avarua,CK,1597379672,-21.21,-159.78,73.4,69,55,11.41
2012956,Yerbogachën,RU,1597379711,61.28,108.01,59.85,42,0,13.27
1151253,Phuket,TH,1597380081,8.0,98.25,84.2,83,75,5.82
3448903,São João da Barra,BR,1597379705,-21.64,-41.05,71.69,81,0,19.1
1819729,Hong Kong,HK,1597379411,22.29,114.16,88.0,66,1,11.99
2270385,Camacha,PT,1597379704,33.08,-16.33,69.8,77,20,6.93
2685750,Östersund,SE,1597379710,63.18,14.64,57.2,93,51,10.29
2347758,Bara,NG,1597380082,10.37,10.73,72.72,95,100,5.79
305810,Kula,TR,1597380082,38.55,28.65,75.0,78,0,5.99
3393692,Itarema,BR,1597380082,-2.92,-39.92,79.0,75,55,19.13
3416888,Grindavik,IS,1597380082,63.84,-22.43,46.4,93,75,12.75
3871336,Santiago,CL,1597379842,-33.46,-70.65,46.99,81,51,8.05
3382160,Cayenne,GF,1597379966,4.93,-52.33,75.2,100,11,1.12
2126123,Chokurdakh,RU,1597379653,70.63,147.92,41.34,69,100,5.23
1637001,Biak,ID,1597380076,-0.91,122.88,83.19,59,76,6.93
1168312,Pasni,PK,1597380083,25.26,63.47,83.01,80,99,4.85
2027044,Batagay,RU,1597380049,67.63,134.63,47.17,60,100,12.66
1254390,Tiruchchendur,IN,1597380083,8.48,78.12,89.6,52,20,11.41
380348,Abū Zabad,SD,1597379715,12.35,29.25,74.64,85,4,10.76
3692020,Saquena,PE,1597380083,-4.67,-73.52,74.07,95,81,2.15
986717,Kruisfontein,ZA,1597380049,-34.0,24.73,43.3,83,0,4.52
586320,İstisu,AZ,1597380083,40.95,48.07,73.4,64,90,5.82
2092164,Lorengau,PG,1597380061,-2.02,147.27,79.61,85,100,10.94
1215502,Banda Aceh,ID,1597380084,5.56,95.32,87.04,58,81,7.11
6185377,Yellowknife,CA,1597379407,62.46,-114.35,59.0,72,75,5.82
2448083,Agadez,NE,1597380084,19.75,10.25,88.81,26,70,3.53
3355672,Lüderitz,NA,1597379670,-26.65,15.16,60.35,38,0,8.03
779683,Hammerfest,NO,1597380084,70.66,23.68,50.0,100,90,8.05
3423146,Ilulissat,GL,1597379667,69.22,-51.1,39.2,64,98,3.36
4355274,Forestville,US,1597380084,38.85,-76.88,75.99,100,1,4.7
4513583,Hamilton,US,1597380080,39.18,-84.53,77.0,88,1,5.59
2015306,Tiksi,RU,1597379673,71.69,128.87,40.08,80,100,14.14
933734,Gweta,BW,1597380085,-20.18,25.23,54.18,29,4,8.95
3868707,Valdivia,CL,1597380085,-39.81,-73.25,44.6,93,87,5.82
1624725,Tarakan,ID,1597380085,3.3,117.63,83.01,75,8,2.37
934479,Grand Gaube,MU,1597379650,-20.01,57.66,73.0,72,14,5.99
3461013,Irecê,BR,1597380086,-11.3,-41.86,64.06,85,18,12.44
2367660,Badou,TG,1597380086,7.58,0.6,70.41,90,100,1.86
1235846,Matara,LK,1597380038,5.95,80.54,84.47,68,54,13.42
4013679,Coahuayana Viejo,MX,1597380086,18.73,-103.68,78.51,79,97,2.84
5392593,San Ramon,US,1597379829,37.78,-121.98,82.4,26,1,4.7
6138802,Saint-Michel-des-Saints,CA,1597380086,46.68,-73.92,66.0,7,14,3.36
1649150,Bengkulu,ID,1597380087,-3.8,102.27,85.12,58,94,5.64
1515029,Ulaangom,MN,1597380087,49.98,92.07,73.15,35,71,4.32
3372472,Vila Franca do Campo,PT,1597379720,37.72,-25.43,69.8,83,75,1.12
53654,Mogadishu,SO,1597380087,2.04,45.34,77.0,69,75,19.46
1634614,Nabire,ID,1597380057,-3.37,135.48,81.12,81,76,1.72
2618795,Klaksvík,FO,1597379714,62.23,-6.59,51.8,93,82,4.7
935215,Saint-Philippe,RE,1597379676,-21.36,55.77,73.0,53,20,6.93
1735106,George Town,MY,1597379815,5.41,100.34,86.0,70,20,4.7
3386213,Touros,BR,1597379671,-5.2,-35.46,69.8,100,40,3.36
3429732,Puerto Rico,AR,1597380088,-26.8,-55.02,53.26,98,28,1.19
2026696,Bikin,RU,1597380088,46.82,134.26,62.71,94,100,12.44
1916249,Jinxiang,CN,1597380088,22.86,115.7,87.76,65,4,7.72
2021093,Kuytun,RU,1597380088,54.34,101.5,68.63,68,83,7.0
2171099,Codrington,AU,1597380087,-38.27,141.97,61.11,70,1,10.16
2542997,Marrakesh,MA,1597380088,31.63,-8.01,68.0,72,20,8.05
1270127,Harbatpur,IN,1597380088,30.45,77.73,82.4,83,75,1.5
3374210,São Filipe,CV,1597379652,14.9,-24.5,76.91,87,16,6.82
2065594,Mount Isa,AU,1597380089,-20.73,139.5,89.6,25,75,17.22
1855540,Naze,JP,1597380089,28.37,129.48,89.6,75,40,8.05
4566022,Loíza,PR,1597380089,18.43,-65.88,82.4,88,20,9.17
2721259,Boo,SE,1597380089,59.33,18.28,64.4,93,88,4.7
2063036,Port Lincoln,AU,1597379721,-34.73,135.87,60.78,67,19,14.52
461699,Sasovo,RU,1597380090,54.35,41.92,50.81,87,100,15.99
1852357,Shimoda,JP,1597379709,34.67,138.95,87.8,74,40,10.29
2074865,Carnarvon,AU,1597380041,-24.87,113.63,71.6,33,0,5.82
2179825,Waitati,NZ,1597380090,-45.75,170.57,45.0,64,3,7.0
505599,Pravdinsk,RU,1597380090,54.44,21.02,62.01,100,1,4.47
2262917,Sines Municipality,PT,1597380090,37.96,-8.87,60.01,92,0,1.01
3372707,Ribeira Grande,PT,1597379675,38.52,-28.7,71.1,76,9,6.31
1280037,Shache,CN,1597379655,38.42,77.24,84.7,16,73,6.06
1267776,Kargil,IN,1597380091,34.57,76.1,65.84,28,0,2.8
934649,Cap Malheureux,MU,1597380091,-19.98,57.61,73.0,71,17,5.99
1730353,Apitong,PH,1597380091,13.24,121.21,87.01,75,72,3.0
2995468,Arrondissement de Marseille,FR,1597380091,43.33,5.5,73.99,88,40,3.36
2027806,Amazar,RU,1597380092,53.86,120.88,71.33,58,100,2.66
3404558,Cabedelo,BR,1597380092,-6.98,-34.83,69.8,100,20,3.36
3649408,Altagracia de Orituco,VE,1597380092,9.86,-66.38,71.53,94,59,3.69
1128239,Rūdbār,AF,1597380092,30.15,62.6,93.27,15,21,9.62
1507390,Dikson,RU,1597379654,73.51,80.55,46.62,86,25,6.82
361055,Ismailia,EG,1597380092,30.6,32.27,75.22,80,0,5.66
2152659,Port Macquarie,AU,1597379448,-31.43,152.92,70.0,71,33,9.51
4134716,Van Buren,US,1597380093,35.44,-94.35,80.6,83,1,4.7
935214,Saint-Pierre,RE,1597379688,-21.34,55.48,73.0,53,20,6.93
3671497,Puerto Colombia,CO,1597380093,10.99,-74.95,82.4,88,96,3.36
2012593,Zeya,RU,1597380093,53.75,127.27,68.77,81,100,6.8
1814093,Dali,CN,1597380093,25.7,100.18,67.57,84,100,3.42
3515026,Tunkas,MX,1597380093,20.9,-88.75,74.75,94,87,3.4
1528998,Yumen,CN,1597380093,40.28,97.2,87.31,15,19,8.34
3841500,Pérez,AR,1597380094,-33.0,-60.77,52.0,51,0,4.94
1244926,Hambantota,LK,1597380094,6.12,81.12,84.2,79,40,11.41
2019323,Nerchinskiy Zavod,RU,1597380094,51.31,119.61,60.94,85,99,4.36
1490256,Talnakh,RU,1597380094,69.49,88.4,75.2,47,29,20.13
1735106,George Town,MY,1597379651,5.41,100.34,86.0,70,20,4.7
2090021,Namatanai,PG,1597380053,-3.67,152.43,82.76,76,94,5.79
131962,Harsīn,IR,1597380094,34.27,47.59,78.8,16,0,3.67
5282297,Bethel,US,1597380041,41.37,-73.41,70.0,94,1,2.1
3456285,Niquelândia,BR,1597380095,-14.47,-48.46,69.01,49,0,5.7
3697441,El Alto,PE,1597380095,-4.27,-81.21,62.28,89,93,15.5
2121025,Srednekolymsk,RU,1597379673,67.45,153.68,45.41,85,100,17.58
1489822,Tegul'det,RU,1597380095,57.31,88.17,76.5,50,5,4.38
2316748,Bolobo,CD,1597380096,-2.17,16.23,73.78,78,78,3.18
211734,Lisala,CD,1597380096,2.15,21.52,71.19,96,89,1.61
3520994,Puerto Escondido,MX,1597380038,15.85,-97.07,80.56,75,69,5.48
5367788,Lompoc,US,1597379437,34.64,-120.46,73.4,72,1,7.83
2123814,Leningradskiy,RU,1597380069,69.38,178.42,57.13,58,69,10.2
1710519,Isabela,PH,1597380096,6.71,121.97,85.93,64,10,3.56
3466704,Castro,BR,1597379661,-24.79,-50.01,61.56,78,57,3.42
6167817,Torbay,CA,1597380096,47.67,-52.73,69.01,100,90,12.75
1083724,Ambanja,MG,1597380097,-13.68,48.45,76.66,48,1,1.07
2013465,Verkhoyansk,RU,1597380097,67.54,133.38,47.23,61,100,10.13
1259184,Puri,IN,1597380097,19.8,85.85,86.0,84,40,6.93
1153035,Kathu,TH,1597380097,7.92,98.33,84.2,83,75,5.82
366444,Tambura,SS,1597380097,5.6,27.47,69.13,97,61,2.28
57000,Hobyo,SO,1597380097,5.35,48.53,77.61,72,84,26.93
4031574,Provideniya,RU,1597380067,64.38,-173.3,53.6,71,75,20.13
1059507,Marovoay,MG,1597380098,-16.1,46.63,62.6,77,20,4.5
933995,Souillac,MU,1597379632,-20.52,57.52,69.8,83,40,5.82
2155415,New Norfolk,AU,1597379503,-42.78,147.06,61.0,85,93,3.0
3899695,Ancud,CL,1597379609,-41.87,-73.82,43.0,80,38,10.29
608036,Temir,KZ,1597380098,49.14,57.13,72.28,57,83,17.38
1801722,Lüshunkou,CN,1597380098,38.8,121.27,87.8,66,15,8.95
2169535,Dalby,AU,1597380099,-27.18,151.27,84.2,23,40,12.75
3932145,Pisco,PE,1597380099,-13.7,-76.22,59.0,82,0,3.36
2027296,Aykhal,RU,1597379560,66.0,111.5,48.2,57,75,6.71
3693584,Pimentel,PE,1597380099,-6.84,-79.93,61.03,89,89,12.48
258241,Lithakia,GR,1597380100,37.72,20.83,73.4,78,20,2.24
2094342,Kavieng,PG,1597379688,-2.57,150.8,82.6,72,98,4.18
1262824,Mon,IN,1597380100,26.75,95.1,76.55,94,100,1.07
5546220,Saint George,US,1597380021,37.1,-113.58,93.2,17,1,5.82
2077895,Alice Springs,AU,1597380040,-23.7,133.88,71.6,24,0,4.7
3450083,Santa Maria,BR,1597380100,-29.68,-53.81,55.29,95,40,4.61
2172797,Cairns,AU,1597379941,-16.92,145.77,82.4,51,40,10.29
155334,Magole,TZ,1597380100,-6.37,37.37,69.73,63,50,1.25
160677,Chake Chake,TZ,1597380101,-5.25,39.77,76.6,70,11,8.72
3185897,Cërrik,AL,1597380101,41.03,19.98,68.0,94,0,1.12
245338,Am Timan,TD,1597380101,11.03,20.28,71.08,98,80,4.59
777019,Vardø,NO,1597379715,70.37,31.11,50.0,81,40,2.24
2180815,Tuatapere,NZ,1597379716,-46.13,167.68,48.99,61,0,1.99
5991056,Kenora,CA,1597379657,49.82,-94.43,73.4,83,90,5.82
1299237,Pyapon,MM,1597380101,16.28,95.68,80.35,83,100,10.07
2630299,Hofn,IS,1597379688,64.25,-15.21,54.36,74,79,6.22
3671450,Inírida,CO,1597380102,3.87,-67.92,75.0,90,100,1.57
1282256,Hithadhoo,MV,1597380102,-0.6,73.08,83.03,68,20,3.18
2336589,Jalingo,NG,1597380048,8.88,11.37,72.97,92,100,5.35
1337607,Kudahuvadhoo,MV,1597380102,2.67,72.89,83.68,63,12,6.53
4984075,Alpena,US,1597380102,45.06,-83.43,63.0,93,1,5.97
1028434,Quelimane,MZ,1597379692,-17.88,36.89,69.55,80,6,2.66
3402648,Carutapera,BR,1597380103,-1.2,-46.02,76.21,85,0,5.97
3430443,Necochea,AR,1597379689,-38.55,-58.74,39.99,91,20,1.99
2644122,Llandrindod Wells,GB,1597380103,52.24,-3.38,64.0,89,100,4.83
2514651,Los Llanos de Aridane,ES,1597379703,28.66,-17.92,73.4,73,75,13.87
3893726,Constitución,CL,1597380103,-35.33,-72.42,49.21,81,69,3.49
5308655,Phoenix,US,1597379357,33.45,-112.07,102.99,21,75,6.93
1503153,Klyuchi,RU,1597380103,52.27,79.17,63.84,75,100,9.62
333356,Kemisē,ET,1597380103,10.72,39.87,74.21,60,87,3.91
3391889,Pitimbu,BR,1597380104,-7.47,-34.81,69.8,100,20,3.36
2654970,Brae,GB,1597380104,60.4,-1.35,53.87,89,55,7.74
3654410,Manta,EC,1597380104,-0.95,-80.73,71.6,83,40,10.29
1082243,Ambilobe,MG,1597379703,-13.2,49.05,77.34,54,13,1.63
1498283,Mugur-Aksy,RU,1597380104,50.35,90.5,59.34,43,98,3.94
2027042,Batagay-Alyta,RU,1597380064,67.8,130.41,39.99,89,100,3.56
1260880,Pahlgām,IN,1597380105,34.03,75.33,72.82,53,12,5.99
1507379,Divnogorsk,RU,1597380105,55.96,92.36,73.4,60,98,4.47
69559,Yarim,YE,1597380105,14.3,44.38,66.43,43,93,1.74
2925080,Gezing,AT,1597380105,47.92,13.13,64.99,100,20,5.82
490108,Sotnikovskoye,RU,1597380105,45.0,43.78,72.03,49,17,7.43
2121385,Severo-Kuril'sk,RU,1597379654,50.68,156.12,54.07,73,100,6.76
293842,Kiryat Gat,IL,1597379640,31.61,34.76,78.01,41,0,5.46
1580240,Hue,VN,1597380038,16.47,107.6,87.8,66,75,2.24
4499379,Wilmington,US,1597379907,34.23,-77.94,77.0,88,1,4.74
174448,Abu Kamal,SY,1597380106,34.45,40.92,84.63,36,0,17.07
2142316,Yeppoon,AU,1597380056,-23.13,150.73,82.4,48,3,8.05
98182,Baghdad,IQ,1597380106,33.34,44.4,87.8,27,0,14.99
145034,Abhar,IR,1597380060,36.15,49.22,67.01,42,0,8.28
6533368,Moranbah,AU,1597380089,-22.0,148.05,84.54,23,0,9.44
6096551,Pangnirtung,CA,1597380106,66.15,-65.71,44.29,74,40,7.27
2629833,Husavik,IS,1597380106,66.04,-17.34,48.2,61,13,13.87
3662762,Porto Velho,BR,1597380061,-8.76,-63.9,78.8,83,46,2.91
5914132,Campbell River,CA,1597380107,50.02,-125.24,62.01,67,75,0.72
4033557,Tautira,PF,1597379690,-17.73,-149.15,80.6,74,20,2.24
4231997,Avera,US,1597379718,33.19,-82.53,75.99,80,75,3.36
964420,Port Elizabeth,ZA,1597379651,-33.92,25.57,48.2,87,0,5.82
188080,Makueni Boma,KE,1597380107,-1.8,37.62,63.37,76,98,0.78
3414079,Olafsvik,IS,1597379677,64.89,-23.71,48.2,78,0,15.99
2132606,Samarai,PG,1597379700,-10.62,150.67,77.68,79,41,14.97
359792,Aswān,EG,1597379668,24.09,32.91,87.46,23,59,10.49
3981391,Tomatlán,MX,1597379675,19.93,-105.25,76.5,88,100,1.59
2119626,Yagodnoye,RU,1597380108,62.55,149.67,54.27,66,94,3.87
2126710,Beringovskiy,RU,1597379707,63.05,179.32,58.64,58,90,8.3
6089245,Norman Wells,CA,1597380084,65.28,-126.83,60.8,82,75,11.41
3934707,Mollendo,PE,1597380108,-17.02,-72.01,56.8,78,93,7.02
2122493,Omsukchan,RU,1597380108,62.53,155.8,57.72,60,95,11.74
2018735,Nyurba,RU,1597380108,63.28,118.33,54.75,50,66,9.17
3147441,Lindås,NO,1597380109,60.74,5.16,62.01,97,67,1.01
6062069,Lunenburg,CA,1597380109,44.38,-64.32,69.01,72,98,5.61
3440777,Rocha,UY,1597379698,-34.48,-54.33,42.67,78,0,5.46
86049,Jalu,LY,1597380109,29.03,21.55,76.08,51,0,6.29
